passenger_type,acceptance_rate,avg_wait,avg_walk,avg_ivt,gini_acceptance
price_sensitive,0.2537313432835821,425.96729053467203,27.7283284780487,914.5194013442949,0.12160804020100491
time_sensitive,0.14427860696517414,603.1762827665068,117.34668018524519,1109.596826775454,0.12160804020100491
walk_sensitive,0.20202020202020202,432.9766513255374,159.94114422102484,1073.4901236217434,0.12160804020100491
