comparison,baseline_method,baseline,scale,metric,expected_pairs,n_valid_pairs,missing_full_rows,missing_baseline_rows,missing_pair_count,mean_difference,median_difference,min_difference,max_difference,full_better_share
BidirectionalMP_Choice_RH_ALNS_minus_DoorToDoor_Choice_CommonRouting,DoorToDoor_Choice_CommonRouting,DoorToDoor,500,feasibility_rejection_rate,20,20,0,0,0,0.0337,0.056,-0.19799999999999998,0.31999999999999995,0.4
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup,500,feasibility_rejection_rate,20,20,0,0,0,0.009199999999999991,0.007999999999999993,-0.16200000000000003,0.12,0.5
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff,500,feasibility_rejection_rate,20,20,0,0,0,0.0426,0.051,-0.17600000000000002,0.192,0.3
BidirectionalMP_Choice_RH_ALNS_minus_DoorToDoor_Choice_CommonRouting,DoorToDoor_Choice_CommonRouting,DoorToDoor,500,total_vehicle_km,20,20,0,0,0,-481.74316856578446,-439.4155846664709,-903.3022443017055,-190.18711176740385,1.0
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup,500,total_vehicle_km,20,20,0,0,0,-373.46355314532656,-416.10544260602336,-549.8460857454104,-104.53958635093363,1.0
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff,500,total_vehicle_km,20,20,0,0,0,-398.4710786453239,-426.4250865765085,-608.144064064965,-83.43807602100969,1.0
BidirectionalMP_Choice_RH_ALNS_minus_DoorToDoor_Choice_CommonRouting,DoorToDoor_Choice_CommonRouting,DoorToDoor,500,vkm_per_served_trip,20,20,0,0,0,-2.9256436526495078,-2.8627455217913544,-5.748779106406078,-1.15923046004575,1.0
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup,500,vkm_per_served_trip,20,20,0,0,0,-2.3057401810623905,-1.9633510754675472,-4.202843903319518,-0.9417980752336366,1.0
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff,500,vkm_per_served_trip,20,20,0,0,0,-2.2128261591459553,-2.456849530765279,-3.5425107763658374,-0.9603983571777057,1.0
BidirectionalMP_Choice_RH_ALNS_minus_DoorToDoor_Choice_CommonRouting,DoorToDoor_Choice_CommonRouting,DoorToDoor,500,vkm_per_original_request,20,20,0,0,0,-0.9634863371315691,-0.8788311693329413,-1.806604488603411,-0.38037422353480754,1.0
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup,500,vkm_per_original_request,20,20,0,0,0,-0.7469271062906533,-0.8322108852120469,-1.0996921714908208,-0.20907917270186704,1.0
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff,500,vkm_per_original_request,20,20,0,0,0,-0.7969421572906479,-0.852850173153017,-1.2162881281299298,-0.16687615204201922,1.0
BidirectionalMP_Choice_RH_ALNS_minus_DoorToDoor_Choice_CommonRouting,DoorToDoor_Choice_CommonRouting,DoorToDoor,500,avg_wait,20,20,0,0,0,-4342.275294081364,-4325.842468253821,-7196.100196061006,-2179.9112565532178,1.0
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup,500,avg_wait,20,20,0,0,0,-4036.9623378272454,-4073.996865121958,-6987.0331114912715,-1675.081741414267,1.0
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff,500,avg_wait,20,20,0,0,0,-4141.132902973955,-4295.953675340139,-6329.363764906429,-1811.429689373834,1.0
BidirectionalMP_Choice_RH_ALNS_minus_DoorToDoor_Choice_CommonRouting,DoorToDoor_Choice_CommonRouting,DoorToDoor,500,avg_walk,20,20,0,0,0,51.06006728608655,48.68726449448251,16.40402466882237,96.4134705828584,0.0
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup,500,avg_walk,20,20,0,0,0,-855.548937233287,-851.5584169615286,-953.3802184632289,-767.5190970202692,1.0
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff,500,avg_walk,20,20,0,0,0,-827.8564420008439,-826.387764185861,-911.005669024287,-758.8774869416012,1.0
BidirectionalMP_Choice_RH_ALNS_minus_DoorToDoor_Choice_CommonRouting,DoorToDoor_Choice_CommonRouting,DoorToDoor,500,avg_ivt,20,20,0,0,0,-6069.04643512921,-6023.524255369253,-7815.381791037006,-3064.417492948071,1.0
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup,500,avg_ivt,20,20,0,0,0,-6284.905623268516,-6511.3868440605,-7858.348139671043,-4211.509257667318,1.0
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff,500,avg_ivt,20,20,0,0,0,-5838.4672370702265,-6063.629673444169,-7267.564831118402,-3643.8668942013046,1.0
BidirectionalMP_Choice_RH_ALNS_minus_DoorToDoor_Choice_CommonRouting,DoorToDoor_Choice_CommonRouting,DoorToDoor,all,served_share,80,80,0,0,0,-0.04287083333333334,-0.03999999999999998,-0.15000000000000002,0.06999999999999999,0.0875
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup,all,served_share,80,80,0,0,0,-0.041729166666666664,-0.03633333333333329,-0.16999999999999998,0.0366666666666666,0.05
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff,all,served_share,80,80,0,0,0,-0.03601666666666666,-0.03416666666666665,-0.12,0.04000000000000001,0.1
BidirectionalMP_Choice_RH_ALNS_minus_DoorToDoor_Choice_CommonRouting,DoorToDoor_Choice_CommonRouting,DoorToDoor,all,behavioral_acceptance_rate,80,80,0,0,0,0.023512500000000006,0.03949999999999998,-0.21333333333333337,0.30666666666666664,0.575
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup,all,behavioral_acceptance_rate,80,80,0,0,0,0.004779166666666682,0.0050000000000000044,-0.18666666666666654,0.21000000000000008,0.5
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff,all,behavioral_acceptance_rate,80,80,0,0,0,0.009008333333333346,0.010000000000000009,-0.18,0.17999999999999994,0.55
BidirectionalMP_Choice_RH_ALNS_minus_DoorToDoor_Choice_CommonRouting,DoorToDoor_Choice_CommonRouting,DoorToDoor,all,choice_rejection_rate,80,80,0,0,0,-0.02351250000000001,-0.03949999999999998,-0.3066666666666667,0.21333333333333343,0.575
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup,all,choice_rejection_rate,80,80,0,0,0,-0.0047791666666666685,-0.0050000000000000044,-0.21000000000000002,0.1866666666666666,0.5
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff,all,choice_rejection_rate,80,80,0,0,0,-0.009008333333333337,-0.010000000000000009,-0.18,0.17999999999999994,0.55
BidirectionalMP_Choice_RH_ALNS_minus_DoorToDoor_Choice_CommonRouting,DoorToDoor_Choice_CommonRouting,DoorToDoor,all,feasibility_rejection_rate,80,80,0,0,0,0.06638333333333332,0.078,-0.2833333333333334,0.4133333333333334,0.3
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup,all,feasibility_rejection_rate,80,80,0,0,0,0.04650833333333333,0.04250000000000001,-0.22333333333333344,0.33999999999999997,0.3625
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff,all,feasibility_rejection_rate,80,80,0,0,0,0.045024999999999996,0.0536666666666667,-0.19999999999999998,0.245,0.3125
BidirectionalMP_Choice_RH_ALNS_minus_DoorToDoor_Choice_CommonRouting,DoorToDoor_Choice_CommonRouting,DoorToDoor,all,total_vehicle_km,80,80,0,0,0,-328.2065247379397,-301.8771441559136,-903.3022443017055,2.6644172827989507,0.9625
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup,all,total_vehicle_km,80,80,0,0,0,-271.08804199190433,-270.99918992543127,-549.8460857454104,0.0,0.9875
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff,all,total_vehicle_km,80,80,0,0,0,-266.4561211329663,-241.43691962979676,-608.144064064965,2.614758244883056,0.975
BidirectionalMP_Choice_RH_ALNS_minus_DoorToDoor_Choice_CommonRouting,DoorToDoor_Choice_CommonRouting,DoorToDoor,all,vkm_per_served_trip,80,80,0,0,0,-4.714069664828729,-4.467388636111568,-16.82296886106752,0.0,0.9875
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup,all,vkm_per_served_trip,80,80,0,0,0,-3.731755172203129,-3.7610539549940096,-9.207903127176671,0.0,0.9875
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff,all,vkm_per_served_trip,80,80,0,0,0,-3.9560952960007496,-3.5548050747329762,-16.872627898983414,0.0,0.9875
BidirectionalMP_Choice_RH_ALNS_minus_DoorToDoor_Choice_CommonRouting,DoorToDoor_Choice_CommonRouting,DoorToDoor,all,vkm_per_original_request,80,80,0,0,0,-1.3315491741298264,-1.2992352317177827,-3.0204735041523167,0.026644172827989587,0.9625
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup,all,vkm_per_original_request,80,80,0,0,0,-1.1719373859441446,-0.9571348524042991,-2.9829002364479016,0.0,0.9875
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff,all,vkm_per_original_request,80,80,0,0,0,-1.093658834590041,-0.9635678660404421,-3.017137128022581,0.026147582448830586,0.975
BidirectionalMP_Choice_RH_ALNS_minus_DoorToDoor_Choice_CommonRouting,DoorToDoor_Choice_CommonRouting,DoorToDoor,all,avg_wait,80,80,0,0,0,-3500.1820305412184,-3468.599966439331,-7196.100196061006,69.17400053588625,0.975
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup,all,avg_wait,80,80,0,0,0,-3119.1028145718387,-3078.8731757581845,-6987.0331114912715,0.0,0.9875
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff,all,avg_wait,80,80,0,0,0,-3456.647001859425,-3420.62568866119,-7032.588711674749,0.0,0.9875
BidirectionalMP_Choice_RH_ALNS_minus_DoorToDoor_Choice_CommonRouting,DoorToDoor_Choice_CommonRouting,DoorToDoor,all,avg_walk,80,80,0,0,0,100.87868912381755,72.91109100231871,0.0,1037.0132683171944,0.0
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup,all,avg_walk,80,80,0,0,0,-803.8928311388715,-836.4075311006104,-987.6598639859799,259.93551141615785,0.975
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff,all,avg_walk,80,80,0,0,0,-768.0042256984894,-805.0537368850411,-926.2596868991698,951.8350081754396,0.975
BidirectionalMP_Choice_RH_ALNS_minus_DoorToDoor_Choice_CommonRouting,DoorToDoor_Choice_CommonRouting,DoorToDoor,all,avg_ivt,80,80,0,0,0,-5169.876399357814,-5323.687235796006,-8465.67706927133,0.0,0.9875
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup_Choice_CommonRouting,SingleSidedPickup,all,avg_ivt,80,80,0,0,0,-5301.438404632665,-5450.2915372144225,-8426.771507944146,0.0,0.9875
BidirectionalMP_Choice_RH_ALNS_minus_SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff_Choice_CommonRouting,SingleSidedDropoff,all,avg_ivt,80,80,0,0,0,-4680.769600273989,-4887.790746136809,-8643.568235115456,0.0,0.9875
