method_label,row_count,completed_rows,failed_rows,timeout_rows,blocked_rows,mean_target_served_count,mean_actual_served_count,mean_served_share,max_coverage_gap_abs,mean_total_vehicle_km,mean_vkm_per_served_trip,mean_vkm_per_original_request,mean_runtime_s
BidirectionalMP_Choice_RH_ALNS,80,65,15,0,0,44.3875,43.525,0.15000833333333335,9,423.56929531289796,9.90022995162863,1.4857317549171933,13.07722872251179
DoorToDoor_Choice_CommonRouting,80,80,0,0,0,44.3875,44.3875,0.15328333333333333,0,607.7758825595481,14.750537744450565,2.2259754387857082,1.2473185437556822
SingleSidedDropoff_Choice_CommonRouting,80,80,0,0,0,44.3875,44.3875,0.15328333333333333,0,575.1632600541196,13.98314015980587,2.1177202437674776,2.3614781862066594
SingleSidedPickup_Choice_CommonRouting,80,80,0,0,0,44.3875,44.3875,0.15328333333333333,0,574.1241273325065,13.89735991419387,2.0917198989085732,2.4926684512523933
