run_id,config_id,variant,scale,seed,scenario,method_label,service_design,choice_model,reoptimization,routing_solver,evidence_family,diagnostic_role,legacy_class,status,detailed_reason,runtime_s,error_message,result_schema_version,timestamp_utc,artifact_dir,git_commit_or_code_hash,n_requests,n_offered,n_served,acceptance_rate,vehicle_km,total_vehicle_km,served_share,behavioral_acceptance_rate,choice_rejection_rate,feasibility_rejection_rate,vkm_per_served_trip,vkm_per_original_request,avg_wait,p95_wait,avg_walk,avg_ivt,detour_ratio,fairness_index,cpu_time
synthetic_n100_v10_s19:BidirectionalMP_Choice_RH_ALNS:s19,synthetic_n100_v10_s19:scale_100:seed_19,FullModel,100,19,synthetic_n100_v10_s19,BidirectionalMP_Choice_RH_ALNS,bidirectional_mp,binary_logit,rolling_horizon,alns,behavioral_main,main_service_design,FullModel,completed,completed,1.2125641000457108,,phase04.v1,2026-06-16T06:19:22.664001+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,100,59,17,0.17,177.225770154721,177.225770154721,0.17,0.5800000000000001,0.42,0.41,10.425045303218882,1.77225770154721,476.28774806900265,895.3152714011803,200.62749375435777,1065.634388457277,1.0123742504871924,0.33296827968662446,1.2125641000457108
synthetic_n100_v10_s19:DoorToDoor_Choice_CommonRouting:s19,synthetic_n100_v10_s19:scale_100:seed_19,DoorToDoor,100,19,synthetic_n100_v10_s19,DoorToDoor_Choice_CommonRouting,door_to_door,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_baseline,DoorToDoor,completed,completed,0.07707960018888116,,phase04.v1,2026-06-16T06:19:22.764309+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,100,72,19,0.19,265.19254966789737,265.19254966789737,0.19,0.47,0.53,0.28,13.95750261409986,2.651925496678974,407.1137475331164,1465.425269995699,0.0,3052.855927621162,3.4387961066007677,0.38647872567330155,0.07707960018888116
synthetic_n100_v10_s19:SingleSidedDropoff_Choice_CommonRouting:s19,synthetic_n100_v10_s19:scale_100:seed_19,SingleSidedDropoff,100,19,synthetic_n100_v10_s19,SingleSidedDropoff_Choice_CommonRouting,single_sided_dropoff,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedDropoff,completed,completed,0.16278970008715987,,phase04.v1,2026-06-16T06:19:22.950988+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,100,58,13,0.13,214.21917343148087,214.21917343148087,0.13,0.55,0.45,0.42,16.47839795626776,2.1421917343148085,1546.4869141152371,7267.916058314876,1033.3368552569937,5134.63013223648,5.110920094360977,0.37925417561337516,0.16278970008715987
synthetic_n100_v10_s19:SingleSidedPickup_Choice_CommonRouting:s19,synthetic_n100_v10_s19:scale_100:seed_19,SingleSidedPickup,100,19,synthetic_n100_v10_s19,SingleSidedPickup_Choice_CommonRouting,single_sided_pickup,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedPickup,completed,completed,0.3217401001602411,,phase04.v1,2026-06-16T06:19:23.300465+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,100,73,24,0.24,360.0441591604284,360.0441591604284,0.24,0.51,0.49,0.27,15.00183996501785,3.6004415916042842,1725.922368253163,10692.603493193068,1044.4134639692904,5908.672169044985,6.138804837008699,0.3728244823539546,0.3217401001602411
synthetic_n100_v10_s20:BidirectionalMP_Choice_RH_ALNS:s20,synthetic_n100_v10_s20:scale_100:seed_20,FullModel,100,20,synthetic_n100_v10_s20,BidirectionalMP_Choice_RH_ALNS,bidirectional_mp,binary_logit,rolling_horizon,alns,behavioral_main,main_service_design,FullModel,completed,completed,2.9326361999846995,,phase04.v1,2026-06-16T06:19:26.258473+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,100,68,12,0.12,145.43047271504528,145.43047271504528,0.12,0.43999999999999995,0.56,0.32,12.119206059587107,1.4543047271504528,487.41452935339066,920.269298778597,145.48460860594844,1073.7940473579647,1.0,0.3293487190007913,2.9326361999846995
synthetic_n100_v10_s20:DoorToDoor_Choice_CommonRouting:s20,synthetic_n100_v10_s20:scale_100:seed_20,DoorToDoor,100,20,synthetic_n100_v10_s20,DoorToDoor_Choice_CommonRouting,door_to_door,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_baseline,DoorToDoor,completed,completed,0.20207640016451478,,phase04.v1,2026-06-16T06:19:26.484974+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,100,81,23,0.23,358.4829427449845,358.4829427449845,0.23,0.42000000000000004,0.58,0.19,15.586214901955847,3.584829427449845,5143.447823312303,20184.855534635823,0.0,3293.459525498089,2.606518610169188,0.2504785947674808,0.20207640016451478
synthetic_n100_v10_s20:SingleSidedDropoff_Choice_CommonRouting:s20,synthetic_n100_v10_s20:scale_100:seed_20,SingleSidedDropoff,100,20,synthetic_n100_v10_s20,SingleSidedDropoff_Choice_CommonRouting,single_sided_dropoff,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedDropoff,completed,completed,0.26320659974589944,,phase04.v1,2026-06-16T06:19:26.771667+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,100,76,20,0.2,358.7098628305336,358.7098628305336,0.2,0.43999999999999995,0.56,0.24,17.93549314152668,3.587098628305336,5487.647857056752,19064.27376023806,811.092229131469,3883.3591037182887,3.2139992332317666,0.2971152621801154,0.26320659974589944
synthetic_n100_v10_s20:SingleSidedPickup_Choice_CommonRouting:s20,synthetic_n100_v10_s20:scale_100:seed_20,SingleSidedPickup,100,20,synthetic_n100_v10_s20,SingleSidedPickup_Choice_CommonRouting,single_sided_pickup,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedPickup,completed,completed,0.315684299916029,,phase04.v1,2026-06-16T06:19:27.113399+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,100,84,29,0.29,443.72049635983547,443.72049635983547,0.29,0.44999999999999996,0.55,0.16,15.300706771028809,4.437204963598354,1364.2476163856827,5665.884592147979,1024.5421934445556,5215.280632970243,4.00164457821458,0.3121260075543488,0.315684299916029
synthetic_n200_v15_s1:BidirectionalMP_Choice_RH_ALNS:s1,synthetic_n200_v15_s1:scale_200:seed_1,FullModel,200,1,synthetic_n200_v15_s1,BidirectionalMP_Choice_RH_ALNS,bidirectional_mp,binary_logit,rolling_horizon,alns,behavioral_main,main_service_design,FullModel,completed,completed,2.9269031998701394,,phase04.v1,2026-06-16T06:19:30.064185+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,153,34,0.17,321.4046981716714,321.4046981716714,0.17,0.405,0.595,0.235,9.453079357990335,1.607023490858357,292.6624547892582,524.4643653944717,47.576225945376954,1008.0991196918209,1.0,0.3921540348656434,2.9269031998701394
synthetic_n200_v15_s1:DoorToDoor_Choice_CommonRouting:s1,synthetic_n200_v15_s1:scale_200:seed_1,DoorToDoor,200,1,synthetic_n200_v15_s1,DoorToDoor_Choice_CommonRouting,door_to_door,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_baseline,DoorToDoor,completed,completed,1.1348731997422874,,phase04.v1,2026-06-16T06:19:31.222725+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,160,44,0.22,683.5243120070644,683.5243120070644,0.22,0.42000000000000004,0.58,0.2,15.534643454706009,3.417621560035322,3625.7449049692646,21595.818538854808,0.0,6751.802649219817,6.592031928181919,0.27753799768918586,1.1348731997422874
synthetic_n200_v15_s1:SingleSidedDropoff_Choice_CommonRouting:s1,synthetic_n200_v15_s1:scale_200:seed_1,SingleSidedDropoff,200,1,synthetic_n200_v15_s1,SingleSidedDropoff_Choice_CommonRouting,single_sided_dropoff,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedDropoff,completed,completed,1.0040519000031054,,phase04.v1,2026-06-16T06:19:32.251463+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,149,39,0.195,619.0669038666725,619.0669038666725,0.195,0.44999999999999996,0.55,0.255,15.873510355555705,3.095334519333363,4083.5908492619965,18330.222824376444,848.6970836390724,5064.4176886064715,3.39486030516177,0.3686713751541757,1.0040519000031054
synthetic_n200_v15_s1:SingleSidedPickup_Choice_CommonRouting:s1,synthetic_n200_v15_s1:scale_200:seed_1,SingleSidedPickup,200,1,synthetic_n200_v15_s1,SingleSidedPickup_Choice_CommonRouting,single_sided_pickup,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedPickup,completed,completed,1.5763789997436106,,phase04.v1,2026-06-16T06:19:33.852823+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,143,35,0.175,498.00592614126987,498.00592614126987,0.175,0.45999999999999996,0.54,0.285,14.228740746893425,2.490029630706349,3167.023262884519,17518.818719285788,1035.2360899313567,6098.314815891359,4.995635057024916,0.27158614379293233,1.5763789997436106
synthetic_n200_v15_s2:BidirectionalMP_Choice_RH_ALNS:s2,synthetic_n200_v15_s2:scale_200:seed_2,FullModel,200,2,synthetic_n200_v15_s2,BidirectionalMP_Choice_RH_ALNS,bidirectional_mp,binary_logit,rolling_horizon,alns,behavioral_main,main_service_design,FullModel,completed,completed,6.946033199783415,,phase04.v1,2026-06-16T06:19:40.823554+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,158,36,0.18,409.7110887398026,409.7110887398026,0.18,0.39,0.61,0.21,11.380863576105629,2.048555443699013,483.557148237763,1101.1692773216764,142.8728354424834,1044.203845443576,1.0,0.3212071255213935,6.946033199783415
synthetic_n200_v15_s2:DoorToDoor_Choice_CommonRouting:s2,synthetic_n200_v15_s2:scale_200:seed_2,DoorToDoor,200,2,synthetic_n200_v15_s2,DoorToDoor_Choice_CommonRouting,door_to_door,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_baseline,DoorToDoor,completed,completed,0.6964941001497209,,phase04.v1,2026-06-16T06:19:41.548062+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,138,34,0.17,575.1390200275044,575.1390200275044,0.17,0.48,0.52,0.31,16.91585353022072,2.875695100137522,2546.589565253516,15492.990675836341,0.0,5777.191207260416,4.4539876452191285,0.2703013003431374,0.6964941001497209
synthetic_n200_v15_s2:SingleSidedDropoff_Choice_CommonRouting:s2,synthetic_n200_v15_s2:scale_200:seed_2,SingleSidedDropoff,200,2,synthetic_n200_v15_s2,SingleSidedDropoff_Choice_CommonRouting,single_sided_dropoff,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedDropoff,completed,completed,1.8273186995647848,,phase04.v1,2026-06-16T06:19:43.404546+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,163,47,0.235,650.8093002375433,650.8093002375433,0.235,0.42000000000000004,0.58,0.185,13.847006388032836,3.2540465011877164,3689.3362055957214,19800.91029085621,913.398563347512,5103.082196725013,5.060693283312705,0.3711752406666995,1.8273186995647848
synthetic_n200_v15_s2:SingleSidedPickup_Choice_CommonRouting:s2,synthetic_n200_v15_s2:scale_200:seed_2,SingleSidedPickup,200,2,synthetic_n200_v15_s2,SingleSidedPickup_Choice_CommonRouting,single_sided_pickup,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedPickup,completed,completed,2.550719200167805,,phase04.v1,2026-06-16T06:19:45.983225+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,168,54,0.27,719.6357552106149,719.6357552106149,0.27,0.43000000000000005,0.57,0.16,13.326588059455831,3.5981787760530746,3532.027021680786,19814.858049317434,890.0727811444914,6153.569883626047,5.511369370964682,0.2640444794950356,2.550719200167805
synthetic_n200_v15_s3:BidirectionalMP_Choice_RH_ALNS:s3,synthetic_n200_v15_s3:scale_200:seed_3,FullModel,200,3,synthetic_n200_v15_s3,BidirectionalMP_Choice_RH_ALNS,bidirectional_mp,binary_logit,rolling_horizon,alns,behavioral_main,main_service_design,FullModel,completed,completed,4.8937117997556925,,phase04.v1,2026-06-16T06:19:50.904748+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,130,30,0.15,272.52007676504894,272.52007676504894,0.15,0.5,0.5,0.35,9.084002558834964,1.3626003838252447,441.1261424723158,913.9541680864066,61.50915888725225,1060.7089881494715,1.0,0.18904602889655675,4.8937117997556925
synthetic_n200_v15_s3:DoorToDoor_Choice_CommonRouting:s3,synthetic_n200_v15_s3:scale_200:seed_3,DoorToDoor,200,3,synthetic_n200_v15_s3,DoorToDoor_Choice_CommonRouting,door_to_door,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_baseline,DoorToDoor,completed,completed,0.8769231997430325,,phase04.v1,2026-06-16T06:19:51.806339+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,134,30,0.15,466.15717567654536,466.15717567654536,0.15,0.48,0.52,0.33,15.538572522551512,2.3307858783827267,6355.209787842135,22971.337533461807,0.0,6445.613303941201,6.411791122618096,0.21735008483285778,0.8769231997430325
synthetic_n200_v15_s3:SingleSidedDropoff_Choice_CommonRouting:s3,synthetic_n200_v15_s3:scale_200:seed_3,SingleSidedDropoff,200,3,synthetic_n200_v15_s3,SingleSidedDropoff_Choice_CommonRouting,single_sided_dropoff,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedDropoff,completed,completed,1.9969746000133455,,phase04.v1,2026-06-16T06:19:53.830957+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,122,31,0.155,472.22251875637437,472.22251875637437,0.155,0.5449999999999999,0.455,0.39,15.232984476012076,2.361112593781872,6293.068142780106,21812.800069092486,904.6073358378044,6673.386760216752,4.958511904750638,0.21368450321775323,1.9969746000133455
synthetic_n200_v15_s3:SingleSidedPickup_Choice_CommonRouting:s3,synthetic_n200_v15_s3:scale_200:seed_3,SingleSidedPickup,200,3,synthetic_n200_v15_s3,SingleSidedPickup_Choice_CommonRouting,single_sided_pickup,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedPickup,completed,completed,2.1133528002537787,,phase04.v1,2026-06-16T06:19:55.973132+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,170,48,0.24,673.1303624912282,673.1303624912282,0.24,0.39,0.61,0.15,14.023549218567254,3.365651812456141,3521.415164939483,20407.23234590174,835.8240303436615,6955.297976684073,6.0730892555008635,0.29387965056145937,2.1133528002537787
synthetic_n200_v15_s4:BidirectionalMP_Choice_RH_ALNS:s4,synthetic_n200_v15_s4:scale_200:seed_4,FullModel,200,4,synthetic_n200_v15_s4,BidirectionalMP_Choice_RH_ALNS,bidirectional_mp,binary_logit,rolling_horizon,alns,behavioral_main,main_service_design,FullModel,completed,completed,4.76166159985587,,phase04.v1,2026-06-16T06:20:00.762522+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,120,31,0.155,311.1970560079068,311.1970560079068,0.155,0.5549999999999999,0.445,0.4,10.038614709932476,1.555985280039534,419.21638008411617,926.0598784957108,143.6843357517249,1051.0959255283497,1.0,0.332250453110313,4.76166159985587
synthetic_n200_v15_s4:DoorToDoor_Choice_CommonRouting:s4,synthetic_n200_v15_s4:scale_200:seed_4,DoorToDoor,200,4,synthetic_n200_v15_s4,DoorToDoor_Choice_CommonRouting,door_to_door,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_baseline,DoorToDoor,completed,completed,1.1356156999245286,,phase04.v1,2026-06-16T06:20:01.923832+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,172,45,0.225,671.2984523444235,671.2984523444235,0.225,0.365,0.635,0.14,14.917743385431633,3.3564922617221176,3896.6533621202493,21724.895897122056,0.0,6490.792037922147,5.006317723957514,0.26059806686963394,1.1356156999245286
synthetic_n200_v15_s4:SingleSidedDropoff_Choice_CommonRouting:s4,synthetic_n200_v15_s4:scale_200:seed_4,SingleSidedDropoff,200,4,synthetic_n200_v15_s4,SingleSidedDropoff_Choice_CommonRouting,single_sided_dropoff,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedDropoff,completed,completed,1.4613688001409173,,phase04.v1,2026-06-16T06:20:03.409250+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,168,43,0.215,592.3713400829005,592.3713400829005,0.215,0.375,0.625,0.16,13.776077676346523,2.9618567004145024,3728.1098739190593,19845.675021176954,830.8185986631202,5602.59242199522,4.7840438616857845,0.30050367577074755,1.4613688001409173
synthetic_n200_v15_s4:SingleSidedPickup_Choice_CommonRouting:s4,synthetic_n200_v15_s4:scale_200:seed_4,SingleSidedPickup,200,4,synthetic_n200_v15_s4,SingleSidedPickup_Choice_CommonRouting,single_sided_pickup,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedPickup,completed,completed,2.050451199989766,,phase04.v1,2026-06-16T06:20:05.483666+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,117,33,0.165,475.64592100330776,475.64592100330776,0.165,0.5800000000000001,0.42,0.415,14.413512757675992,2.378229605016539,5165.223646938773,20973.42521951927,896.2977034714794,7821.700738281317,7.156597515571502,0.3446215923491853,2.050451199989766
synthetic_n200_v15_s5:BidirectionalMP_Choice_RH_ALNS:s5,synthetic_n200_v15_s5:scale_200:seed_5,FullModel,200,5,synthetic_n200_v15_s5,BidirectionalMP_Choice_RH_ALNS,bidirectional_mp,binary_logit,rolling_horizon,alns,behavioral_main,main_service_design,FullModel,completed,completed,3.1042944001965225,,phase04.v1,2026-06-16T06:20:08.611102+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,127,29,0.145,265.76994232035014,265.76994232035014,0.145,0.51,0.49,0.365,9.164480769667247,1.3288497116017508,399.63384182972004,848.3638865450187,42.418560854953725,1027.155672995581,1.0,0.34779930322467645,3.1042944001965225
synthetic_n200_v15_s5:DoorToDoor_Choice_CommonRouting:s5,synthetic_n200_v15_s5:scale_200:seed_5,DoorToDoor,200,5,synthetic_n200_v15_s5,DoorToDoor_Choice_CommonRouting,door_to_door,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_baseline,DoorToDoor,completed,completed,1.2341120997443795,,phase04.v1,2026-06-16T06:20:09.869572+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,119,35,0.175,497.70075097013955,497.70075097013955,0.175,0.5800000000000001,0.42,0.405,14.220021456289702,2.4885037548506976,6253.3132130923,24420.11807122909,0.0,6923.965078529325,9.6881432605972,0.2804122277004544,1.2341120997443795
synthetic_n200_v15_s5:SingleSidedDropoff_Choice_CommonRouting:s5,synthetic_n200_v15_s5:scale_200:seed_5,SingleSidedDropoff,200,5,synthetic_n200_v15_s5,SingleSidedDropoff_Choice_CommonRouting,single_sided_dropoff,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedDropoff,completed,completed,1.5052722999826074,,phase04.v1,2026-06-16T06:20:11.397846+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,140,34,0.17,453.55617532325164,453.55617532325164,0.17,0.47,0.53,0.3,13.3398875095074,2.2677808766162584,4412.232399887634,17252.971862408045,778.0803777080142,5703.758543247731,6.090312040309705,0.3129554789023241,1.5052722999826074
synthetic_n200_v15_s5:SingleSidedPickup_Choice_CommonRouting:s5,synthetic_n200_v15_s5:scale_200:seed_5,SingleSidedPickup,200,5,synthetic_n200_v15_s5,SingleSidedPickup_Choice_CommonRouting,single_sided_pickup,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedPickup,completed,completed,1.5546475001610816,,phase04.v1,2026-06-16T06:20:12.978465+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,159,41,0.205,597.2513576659267,597.2513576659267,0.205,0.41000000000000003,0.59,0.205,14.567106284534797,2.986256788329633,3776.9400284101075,17292.70694892483,1009.4641865521361,5644.996283443531,4.604495575252433,0.30418284096545234,1.5546475001610816
synthetic_n200_v15_s6:BidirectionalMP_Choice_RH_ALNS:s6,synthetic_n200_v15_s6:scale_200:seed_6,FullModel,200,6,synthetic_n200_v15_s6,BidirectionalMP_Choice_RH_ALNS,bidirectional_mp,binary_logit,rolling_horizon,alns,behavioral_main,main_service_design,FullModel,completed,completed,4.663599099963903,,phase04.v1,2026-06-16T06:20:17.665980+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,142,32,0.16,309.29996632937343,309.29996632937343,0.16,0.44999999999999996,0.55,0.29,9.66562394779292,1.5464998316468672,352.86653888588376,817.5068841049257,155.60266105696053,938.038506933986,1.0,0.41917448271259294,4.663599099963903
synthetic_n200_v15_s6:DoorToDoor_Choice_CommonRouting:s6,synthetic_n200_v15_s6:scale_200:seed_6,DoorToDoor,200,6,synthetic_n200_v15_s6,DoorToDoor_Choice_CommonRouting,door_to_door,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_baseline,DoorToDoor,completed,completed,0.766906600445509,,phase04.v1,2026-06-16T06:20:18.457068+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,179,45,0.225,645.3976734436184,645.3976734436184,0.225,0.32999999999999996,0.67,0.105,14.342170520969297,3.226988367218092,2460.178414368879,14516.321384031537,0.0,3737.686416971781,3.471579966664762,0.28926928180838596,0.766906600445509
synthetic_n200_v15_s6:SingleSidedDropoff_Choice_CommonRouting:s6,synthetic_n200_v15_s6:scale_200:seed_6,SingleSidedDropoff,200,6,synthetic_n200_v15_s6,SingleSidedDropoff_Choice_CommonRouting,single_sided_dropoff,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedDropoff,completed,completed,2.057371399831027,,phase04.v1,2026-06-16T06:20:20.538986+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,160,42,0.21,630.0480716329249,630.0480716329249,0.21,0.41000000000000003,0.59,0.2,15.001144562688689,3.1502403581646248,4417.288329684296,21003.85071955473,965.7354331190578,5834.256443356405,6.217896541872175,0.29942407542856775,2.057371399831027
synthetic_n200_v15_s6:SingleSidedPickup_Choice_CommonRouting:s6,synthetic_n200_v15_s6:scale_200:seed_6,SingleSidedPickup,200,6,synthetic_n200_v15_s6,SingleSidedPickup_Choice_CommonRouting,single_sided_pickup,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedPickup,completed,completed,2.2126629003323615,,phase04.v1,2026-06-16T06:20:22.777692+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,165,43,0.215,591.9064519125892,591.9064519125892,0.215,0.39,0.61,0.175,13.765266323548586,2.959532259562946,2828.422838133151,13263.982330958257,925.463555736706,5022.9305374536025,6.499232078924511,0.28640086629218464,2.2126629003323615
synthetic_n200_v15_s7:BidirectionalMP_Choice_RH_ALNS:s7,synthetic_n200_v15_s7:scale_200:seed_7,FullModel,200,7,synthetic_n200_v15_s7,BidirectionalMP_Choice_RH_ALNS,bidirectional_mp,binary_logit,rolling_horizon,alns,behavioral_main,main_service_design,FullModel,completed,completed,4.841782500036061,,phase04.v1,2026-06-16T06:20:27.649268+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,141,30,0.15,318.2395162487654,318.2395162487654,0.15,0.44499999999999995,0.555,0.295,10.607983874958848,1.591197581243827,476.82098267727446,927.8235249902289,45.931269072702634,940.0957407273822,1.0,0.334132200613956,4.841782500036061
synthetic_n200_v15_s7:DoorToDoor_Choice_CommonRouting:s7,synthetic_n200_v15_s7:scale_200:seed_7,DoorToDoor,200,7,synthetic_n200_v15_s7,DoorToDoor_Choice_CommonRouting,door_to_door,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_baseline,DoorToDoor,completed,completed,0.4998558000661433,,phase04.v1,2026-06-16T06:20:28.171457+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,191,46,0.23,686.6054175069374,686.6054175069374,0.23,0.275,0.725,0.045,14.926204728411683,3.433027087534687,877.5140699654006,2892.7091509979805,0.0,5392.940679091017,5.369446380192368,0.3681715006801589,0.4998558000661433
synthetic_n200_v15_s7:SingleSidedDropoff_Choice_CommonRouting:s7,synthetic_n200_v15_s7:scale_200:seed_7,SingleSidedDropoff,200,7,synthetic_n200_v15_s7,SingleSidedDropoff_Choice_CommonRouting,single_sided_dropoff,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedDropoff,completed,completed,0.8512266003526747,,phase04.v1,2026-06-16T06:20:29.046557+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,175,42,0.21,640.4650854966447,640.4650854966447,0.21,0.33499999999999996,0.665,0.125,15.249168702301066,3.2023254274832236,2128.406408054628,5894.392892069649,971.627333661818,4220.821303103982,5.704869721695861,0.3278568326161704,0.8512266003526747
synthetic_n200_v15_s7:SingleSidedPickup_Choice_CommonRouting:s7,synthetic_n200_v15_s7:scale_200:seed_7,SingleSidedPickup,200,7,synthetic_n200_v15_s7,SingleSidedPickup_Choice_CommonRouting,single_sided_pickup,binary_logit,common_sequential_insertion,greedy_insertion,behavioral_main,behavioral_service_design_baseline,SingleSidedPickup,completed,completed,1.3410835997201502,,phase04.v1,2026-06-16T06:20:30.411227+00:00,C:\Users\39583\Desktop\4_Publication\3.工作3\results\formal\phase06\main_behavioral,d7798a1,200,173,40,0.2,578.0809778983058,578.0809778983058,0.2,0.33499999999999996,0.665,0.135,14.452024447457646,2.890404889491529,3246.001358166377,18205.80180137958,990.8556871907892,5297.056257591835,5.304261572889113,0.32540089912333015,1.3410835997201502
