package_id,config_id,seed,scale,scenario,method_label,passenger_type,n_original,n_served,served_share,type_level_acceptance_rate,choice_rejection_rate,feasibility_rejection_rate,avg_wait,avg_walk,avg_ivt,mean_generalized_cost,equity_gini_acceptance,status
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_1,1,200,synthetic_n200_v15_s1,BidirectionalMP_Choice_RH_ALNS,walk_sensitive,60,15,0.25,0.25,0.45,0.3,296.5769924070582,0.0,1064.7699740624623,0.1628347662960402,0.20664230933807337,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_2,2,200,synthetic_n200_v15_s2,DoorToDoor_Choice_CommonRouting,price_sensitive,73,14,0.1917808219178082,0.1917808219178082,0.4931506849315068,0.3150684931506849,4119.747343423244,0.0,5160.196395954784,0.1136834132683159,0.3452618926299009,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_2,2,200,synthetic_n200_v15_s2,DoorToDoor_Choice_CommonRouting,time_sensitive,67,2,0.029850746268656716,0.029850746268656716,0.6716417910447762,0.29850746268656714,5416.806100775068,0.0,1022.7786234351962,0.06251076749934482,0.3452618926299009,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_2,2,200,synthetic_n200_v15_s2,DoorToDoor_Choice_CommonRouting,walk_sensitive,60,18,0.3,0.3,0.38333333333333336,0.31666666666666665,1004.1094560635551,0.0,6785.344125367598,0.20468260165083632,0.3452618926299009,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_2,2,200,synthetic_n200_v15_s2,BidirectionalMP_Choice_RH_ALNS,price_sensitive,73,12,0.1643835616438356,0.1643835616438356,0.6164383561643836,0.2191780821917808,466.8051855980992,111.37228411441099,1010.0897735454637,0.10010872222266877,0.2532757538847672,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_2,2,200,synthetic_n200_v15_s2,BidirectionalMP_Choice_RH_ALNS,time_sensitive,67,6,0.08955223880597014,0.08955223880597014,0.7761194029850746,0.13432835820895522,660.8150078426257,220.52382997300984,824.6070337822102,0.12572545995197165,0.2532757538847672,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_2,2,200,synthetic_n200_v15_s2,BidirectionalMP_Choice_RH_ALNS,walk_sensitive,60,18,0.3,0.3,0.4166666666666667,0.2833333333333333,435.63917012925117,137.98953815102283,1140.145497262773,0.19809346870640043,0.2532757538847672,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_3,3,200,synthetic_n200_v15_s3,DoorToDoor_Choice_CommonRouting,price_sensitive,73,13,0.1780821917808219,0.1780821917808219,0.6027397260273972,0.2191780821917808,2730.7962102553165,0.0,8203.056272948486,0.12308231467667813,0.2755526340688508,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_3,3,200,synthetic_n200_v15_s3,DoorToDoor_Choice_CommonRouting,time_sensitive,67,3,0.04477611940298507,0.04477611940298507,0.5522388059701493,0.40298507462686567,7727.689874184121,0.0,369.4307532217029,0.0435359261061944,0.2755526340688508,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_3,3,200,synthetic_n200_v15_s3,DoorToDoor_Choice_CommonRouting,walk_sensitive,60,14,0.23333333333333334,0.23333333333333334,0.38333333333333336,0.38333333333333336,9426.633805670896,0.0,6115.741093588617,0.1578770955972191,0.2755526340688508,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_3,3,200,synthetic_n200_v15_s3,BidirectionalMP_Choice_RH_ALNS,price_sensitive,73,10,0.136986301369863,0.136986301369863,0.4794520547945205,0.3835616438356164,363.04063526677174,0.0,1267.0411562045874,0.09926168119611589,0.34194709630465403,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_3,3,200,synthetic_n200_v15_s3,BidirectionalMP_Choice_RH_ALNS,time_sensitive,67,3,0.04477611940298507,0.04477611940298507,0.6417910447761194,0.31343283582089554,325.7823465792317,0.0,369.4307532217028,0.03711404184056406,0.34194709630465403,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_3,3,200,synthetic_n200_v15_s3,BidirectionalMP_Choice_RH_ALNS,walk_sensitive,60,17,0.2833333333333333,0.2833333333333333,0.36666666666666664,0.35,507.4135812802387,108.54557450691573,1061.3274013395978,0.1969086427115707,0.34194709630465403,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_4,4,200,synthetic_n200_v15_s4,DoorToDoor_Choice_CommonRouting,price_sensitive,73,15,0.2054794520547945,0.2054794520547945,0.6575342465753424,0.136986301369863,2715.339137329108,0.0,8363.638860028472,0.12941595316529486,0.2681471068666148,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_4,4,200,synthetic_n200_v15_s4,DoorToDoor_Choice_CommonRouting,time_sensitive,67,7,0.1044776119402985,0.1044776119402985,0.7761194029850746,0.11940298507462686,9819.64129100337,0.0,3680.061082522138,0.1577887582606997,0.2681471068666148,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_4,4,200,synthetic_n200_v15_s4,DoorToDoor_Choice_CommonRouting,walk_sensitive,60,23,0.38333333333333336,0.38333333333333336,0.45,0.16666666666666666,2864.427182541347,0.0,6124.810053409327,0.31915156655517146,0.2681471068666148,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_4,4,200,synthetic_n200_v15_s4,BidirectionalMP_Choice_RH_ALNS,price_sensitive,73,7,0.0958904109589041,0.0958904109589041,0.5205479452054794,0.3835616438356164,294.21510555933594,0.0,1083.7160530767396,0.06318823940194421,0.21394358701436955,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_4,4,200,synthetic_n200_v15_s4,BidirectionalMP_Choice_RH_ALNS,time_sensitive,67,9,0.13432835820895522,0.13432835820895522,0.5074626865671642,0.3582089552238806,486.59808089276845,307.1860462479986,559.4811634946678,0.1615171032197105,0.21394358701436955,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_4,4,200,synthetic_n200_v15_s4,BidirectionalMP_Choice_RH_ALNS,walk_sensitive,60,15,0.25,0.25,0.2833333333333333,0.4666666666666667,437.12128771048907,112.63599947143229,1330.8420565593094,0.2123134009704071,0.21394358701436955,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_5,5,200,synthetic_n200_v15_s5,DoorToDoor_Choice_CommonRouting,price_sensitive,73,13,0.1780821917808219,0.1780821917808219,0.4246575342465753,0.3972602739726027,6544.107511281488,0.0,7640.204840129659,0.11830945369829172,0.22099203210966256,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_5,5,200,synthetic_n200_v15_s5,DoorToDoor_Choice_CommonRouting,time_sensitive,67,6,0.08955223880597014,0.08955223880597014,0.4925373134328358,0.417910447761194,2503.3186986623637,0.0,9456.635140393992,0.10905707784143574,0.22099203210966256,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_5,5,200,synthetic_n200_v15_s5,DoorToDoor_Choice_CommonRouting,walk_sensitive,60,16,0.26666666666666666,0.26666666666666666,0.3333333333333333,0.4,7423.290788724812,0.0,5392.268999029806,0.21169450698842313,0.22099203210966256,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_5,5,200,synthetic_n200_v15_s5,BidirectionalMP_Choice_RH_ALNS,price_sensitive,73,11,0.1506849315068493,0.1506849315068493,0.5068493150684932,0.3424657534246575,393.8076144802731,111.830751344878,1143.4341951147164,0.08076162916185033,0.2142484496632051,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_5,5,200,synthetic_n200_v15_s5,BidirectionalMP_Choice_RH_ALNS,time_sensitive,67,5,0.07462686567164178,0.07462686567164178,0.6119402985074627,0.31343283582089554,222.76034703345158,0.0,742.5597398096046,0.1104306258579961,0.2142484496632051,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_5,5,200,synthetic_n200_v15_s5,BidirectionalMP_Choice_RH_ALNS,walk_sensitive,60,13,0.21666666666666667,0.21666666666666667,0.3333333333333333,0.45,472.59199373935513,0.0,1038.226128581688,0.15246782456599697,0.2142484496632051,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_6,6,200,synthetic_n200_v15_s6,DoorToDoor_Choice_CommonRouting,price_sensitive,73,16,0.2191780821917808,0.2191780821917808,0.6712328767123288,0.1095890410958904,2795.5201086823963,0.0,5046.770576233442,0.145473598948961,0.28300007057522136,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_6,6,200,synthetic_n200_v15_s6,DoorToDoor_Choice_CommonRouting,time_sensitive,67,6,0.08955223880597014,0.08955223880597014,0.7761194029850746,0.13432835820895522,1069.2090648993837,0.0,1698.9131093882659,0.1139646858534517,0.28300007057522136,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_6,6,200,synthetic_n200_v15_s6,DoorToDoor_Choice_CommonRouting,walk_sensitive,60,23,0.38333333333333336,0.38333333333333336,0.55,0.06666666666666667,2589.7588051428233,0.0,3358.873082072411,0.2588872604697041,0.28300007057522136,completed
equity_type_outcomes,equity_type_outcomes:equity_default_choice_parameters:scale_200:seed_6,6,200,synthetic_n200_v15_s6,BidirectionalMP_Choice_RH_ALNS,price_sensitive,73,11,0.1506849315068493,0.1506849315068493,0.6438356164383562,0.2054794520547945,452.79251175825414,338.08004584130236,1164.286507704231,0.09382616912993236,0.26022792338523537,completed
